user_id,annual_income,monthly_income,monthly_expenses,annual_expenses,current_savings,savings_ratio,emergency_fund,emergency_fund_months,total_investments,investment_ratio,retirement_savings,total_debt,debt_ratio,emi_per_month,insurance_coverage,insurance_level,income_stability,financial_health_score,financial_risk_level,savings_quality
1131,4244818,353734,74939,899268,9340717,2.2,953320,12.7,642271,0.15,9144945,2612902,0.62,123199,4882632,Basic,Moderate,72,Moderate,Excellent
1132,5016462,418038,31422,377064,12760241,2.54,130862,4.2,13564942,2.7,6064842,7216043,1.44,124101,7161214,None,Low,67,Moderate,Excellent
1133,442457,36871,236732,2840784,9054600,20.46,528631,2.2,10665063,24.1,2954562,1402429,3.17,37155,2323948,Moderate,Moderate,68,Moderate,Excellent
1134,935425,77952,171414,2056968,15147172,16.19,1827225,10.7,7041764,7.53,8804312,3592084,3.84,175543,29966570,Moderate,Low,74,Moderate,Excellent
1135,700822,58401,63465,761580,14379224,20.52,717266,11.3,12636197,18.03,4981239,2760410,3.94,52063,11719766,Strong,Moderate,81,Low,Excellent
1136,4238778,353231,295759,3549108,5391833,1.27,1461065,4.9,7328019,1.73,5950750,11624957,2.74,149505,13057303,None,High,70,Moderate,Good
1137,5259078,438256,119102,1429224,2610827,0.5,1515661,12.7,11206550,2.13,9705440,10343361,1.97,37910,10862662,Moderate,Low,70,Moderate,Average
1138,1512538,126044,255469,3065628,4948828,3.27,1047413,4.1,14500570,9.59,5308442,1906007,1.26,176670,13636072,Moderate,High,77,Moderate,Excellent
1139,280843,23403,251222,3014664,4218369,15.02,1330208,5.3,7538483,26.84,9703556,1634873,5.82,9564,7335762,Basic,Moderate,70,Moderate,Excellent
1140,4830903,402575,102084,1225008,12668696,2.62,453272,4.4,5839906,1.21,3519240,3207115,0.66,178160,19355418,None,Moderate,67,Moderate,Excellent
1141,3301729,275144,23488,281856,10131575,3.07,1880421,80.1,5150025,1.56,8423591,2092879,0.63,130844,21773862,Strong,Moderate,88,Low,Excellent
1142,3692574,307714,199407,2392884,11818247,3.2,1736831,8.7,9101086,2.46,7144563,8777333,2.38,88034,3804401,Basic,Moderate,79,Moderate,Excellent
1143,3843542,320295,210623,2527476,5935616,1.54,1159208,5.5,9980628,2.6,2728933,9106050,2.37,114262,12803140,Moderate,High,77,Moderate,Excellent
1144,5956617,496384,244372,2932464,9504237,1.6,1472394,6.0,10408190,1.75,1664720,1470022,0.25,27213,3007750,None,High,88,Low,Excellent
1145,3700063,308338,69355,832260,16656585,4.5,1572745,22.7,12611882,3.41,9139115,1672723,0.45,166074,14901635,None,High,88,Low,Excellent
1146,2681894,223491,235536,2826432,7109215,2.65,467411,2.0,13033887,4.86,7627423,9254109,3.45,99897,3842019,Basic,Moderate,65,Moderate,Excellent
1147,1293883,107823,198822,2385864,15567482,12.03,865986,4.4,13764329,10.64,6640565,127592,0.1,98210,26246144,Basic,High,86,Low,Excellent
1148,2629046,219087,155304,1863648,8875116,3.38,644657,4.2,14067430,5.35,6957788,11296113,4.3,63322,139504,Strong,Low,76,Moderate,Excellent
1149,380275,31689,28760,345120,5146422,13.53,1657819,57.6,6281485,16.52,8706758,10065418,26.47,83223,11243752,Basic,High,79,Moderate,Excellent
1150,3857266,321438,141789,1701468,18647525,4.83,820746,5.8,3232305,0.84,6598776,865385,0.22,151480,14398288,Basic,High,79,Moderate,Excellent
1151,3525010,293750,106077,1272924,13526429,3.84,1896184,17.9,5337250,1.51,8678469,2658243,0.75,114662,7750050,None,High,87,Low,Excellent
1152,1309735,109144,279375,3352500,3971929,3.03,1324227,4.7,9679342,7.39,6576872,10524655,8.04,68217,28096396,Basic,Moderate,70,Moderate,Excellent
1153,1959284,163273,63892,766704,3129467,1.6,53771,0.8,7338707,3.75,193577,10551092,5.39,155526,5135459,None,High,57,Moderate,Excellent
1154,4810655,400887,56299,675588,19186217,3.99,801961,14.2,424293,0.09,2190232,7611927,1.58,166320,21189683,Moderate,Low,54,Moderate,Excellent
1155,2260932,188411,131263,1575156,9963066,4.41,406488,3.1,8982810,3.97,4114686,6343582,2.81,68283,22121017,None,Moderate,71,Moderate,Excellent
1156,945947,78828,90376,1084512,776477,0.82,1338793,14.8,9719956,10.28,1735086,1861122,1.97,120357,19994899,None,Low,60,Moderate,Good
1157,1439801,119983,163091,1957092,8791082,6.11,1876122,11.5,3030429,2.1,1556542,1298244,0.9,129563,28340865,Moderate,Low,80,Low,Excellent
1158,3528269,294022,67780,813360,16476466,4.67,1668161,24.6,368376,0.1,6941491,1234399,0.35,127537,20994429,None,Low,66,Moderate,Excellent
1159,3772436,314369,211741,2540892,10522164,2.79,1328654,6.3,7564486,2.01,2702870,3016651,0.8,78316,340251,Basic,High,86,Low,Excellent
1160,5008805,417400,31489,377868,3932818,0.79,718925,22.8,5818065,1.16,8118679,10301294,2.06,157284,18336919,None,Low,60,Moderate,Average
1161,4626744,385562,148431,1781172,4080004,0.88,404425,2.7,10168851,2.2,495854,8991819,1.94,6039,17381025,Basic,Low,53,Moderate,Good
1162,3310924,275910,75182,902184,7279895,2.2,61860,0.8,5495204,1.66,2324735,3686979,1.11,21874,24419033,Basic,Moderate,69,Moderate,Excellent
1163,2545680,212140,267483,3209796,6685302,2.63,1999066,7.5,1542997,0.61,5847755,11879671,4.67,144571,21874957,Moderate,Moderate,69,Moderate,Excellent
1164,4409086,367423,243622,2923464,17201899,3.9,1984630,8.1,6709915,1.52,3238912,4195866,0.95,45340,6639631,Moderate,Moderate,89,Low,Excellent
1165,1113142,92761,178360,2140320,5558396,4.99,1665347,9.3,3453284,3.1,8184459,7272447,6.53,116957,14218265,Moderate,Moderate,78,Moderate,Excellent
1166,5475355,456279,71391,856692,12852885,2.35,900334,12.6,3350758,0.61,9515064,5920939,1.08,98031,21229837,None,Moderate,67,Moderate,Excellent
1167,1652986,137748,32699,392388,17158287,10.38,530712,16.2,9846032,5.96,6875441,4923669,2.98,158304,27738993,Moderate,Moderate,78,Moderate,Excellent
1168,501154,41762,75109,901308,6036584,12.05,1696680,22.6,5413691,10.8,7203915,3119134,6.22,93780,8231511,None,Low,68,Moderate,Excellent
1169,5760934,480077,209857,2518284,12481050,2.17,304170,1.4,13078084,2.27,5275644,2051914,0.36,2525,10690077,None,High,83,Low,Excellent
1170,3008756,250729,127078,1524936,15615448,5.19,1190069,9.4,13341903,4.43,5394902,3903198,1.3,147230,2222482,Strong,Moderate,81,Low,Excellent
1171,5298280,441523,126240,1514880,17691989,3.34,456053,3.6,1726714,0.33,9411325,4664879,0.88,159358,29640647,None,High,70,Moderate,Excellent
1172,5671306,472608,236118,2833416,14603075,2.57,666439,2.8,13646494,2.41,5370746,3324412,0.59,51674,1666304,Strong,Moderate,84,Low,Excellent
1173,642518,53543,158872,1906464,14134376,22.0,250104,1.6,2081929,3.24,7596473,2871248,4.47,157661,10968096,Strong,Low,67,Moderate,Excellent
1174,5085309,423775,26150,313800,9564251,1.88,37405,1.4,10798933,2.12,9659628,77963,0.02,121050,9541733,Basic,Moderate,81,Low,Excellent
1175,560447,46703,294690,3536280,17700422,31.58,82041,0.3,5660462,10.1,273003,1165246,2.08,123179,3191691,Strong,High,69,Moderate,Excellent
1176,2774956,231246,159008,1908096,10643118,3.84,1580607,9.9,5801971,2.09,6716663,1338271,0.48,145870,25991713,Moderate,Moderate,90,Low,Excellent
1177,5386517,448876,39679,476148,13197880,2.45,625882,15.8,11684608,2.17,7626616,8276815,1.54,168059,4073942,Moderate,High,86,Low,Excellent
1178,1111875,92656,30355,364260,7516674,6.76,100315,3.3,13848862,12.46,174416,2327577,2.09,27560,10833351,Strong,Low,67,Moderate,Excellent
1179,1677669,139805,61146,733752,6414254,3.82,1518564,24.8,13627830,8.12,6188771,9018732,5.38,1295,23093544,None,Moderate,80,Low,Excellent
1180,611349,50945,73092,877104,1610726,2.63,1986306,27.2,5105140,8.35,1258998,4424607,7.24,86331,23082818,Strong,Moderate,81,Low,Excellent
1181,1678903,139908,87227,1046724,19577440,11.66,966144,11.1,2011612,1.2,2118772,5357513,3.19,38797,25267655,Strong,High,86,Low,Excellent
1182,3997860,333155,79158,949896,17507484,4.38,1106434,14.0,4035313,1.01,9695296,8018281,2.01,173347,16445155,Moderate,Moderate,73,Moderate,Excellent
1183,4299234,358269,133400,1600800,3080275,0.72,553253,4.1,12854736,2.99,4969984,11934999,2.78,21704,11845039,Basic,High,72,Moderate,Average
1184,5678555,473212,122946,1475352,2617807,0.46,157589,1.3,8298107,1.46,1011111,3564746,0.63,3441,22498211,Basic,Moderate,58,Moderate,Average
1185,3480119,290009,113522,1362264,16362670,4.7,219225,1.9,5711805,1.64,3500758,9907333,2.85,138318,17244539,Moderate,Moderate,66,Moderate,Excellent
1186,4058612,338217,95739,1148868,16928593,4.17,221586,2.3,2182053,0.54,3670600,6100930,1.5,101076,15181095,Basic,Moderate,57,Moderate,Excellent
1187,1826668,152222,50986,611832,9322710,5.1,887292,17.4,2754757,1.51,5153067,9684518,5.3,169969,3424711,Basic,Moderate,75,Moderate,Excellent
1188,1149035,95752,72776,873312,8071936,7.02,34787,0.5,7731726,6.73,3137838,4475434,3.89,7493,15979976,Strong,Moderate,79,Moderate,Excellent
1189,2477835,206486,77037,924444,18465147,7.45,176300,2.3,5946295,2.4,7238926,3557877,1.44,39484,13318693,Strong,High,83,Low,Excellent
1190,3049609,254134,42869,514428,14808933,4.86,571660,13.3,6203890,2.03,1641024,824338,0.27,170032,12835326,Strong,Low,83,Low,Excellent
1191,2716300,226358,114326,1371912,13512104,4.97,370451,3.2,9966491,3.67,4629265,8884588,3.27,159238,16563012,Strong,Low,72,Moderate,Excellent
1192,5963988,496999,41147,493764,8353182,1.4,232957,5.7,3683937,0.62,1932532,891503,0.15,9355,19301532,Moderate,Low,73,Moderate,Good
1193,802367,66863,293990,3527880,3390071,4.23,577680,2.0,3799452,4.74,6787380,6575126,8.19,102992,3399207,Basic,High,69,Moderate,Excellent
1194,2500386,208365,274612,3295344,6902327,2.76,358674,1.3,13182322,5.27,3415429,5832315,2.33,166959,9663426,Moderate,High,72,Moderate,Excellent
1195,276062,23005,64410,772920,6210214,22.5,1055371,16.4,11751957,42.57,7998677,5122489,18.56,62552,5712057,Moderate,High,82,Low,Excellent
1196,832627,69385,102370,1228440,6286235,7.55,696580,6.8,7637262,9.17,2379573,213654,0.26,174596,15924956,Strong,Moderate,93,Low,Excellent
1197,424708,35392,108069,1296828,8852739,20.84,1848130,17.1,1291460,3.04,2864292,11395134,26.83,2551,19931505,Moderate,Moderate,86,Low,Excellent
1198,5141891,428490,15527,186324,16384875,3.19,1831272,117.9,4152535,0.81,7928379,1835192,0.36,11842,27478611,None,High,89,Low,Excellent
1199,5954641,496220,167388,2008656,7660063,1.29,1101569,6.6,8441397,1.42,2806907,2459253,0.41,24617,3355190,Moderate,High,94,Low,Good
1200,3065865,255488,252301,3027612,16463879,5.37,1541018,6.1,5885129,1.92,9155579,4317440,1.41,173908,16324006,Moderate,Moderate,78,Moderate,Excellent
1201,4098280,341523,22109,265308,11832177,2.89,631523,28.6,11914459,2.91,5599209,8687763,2.12,174047,28754677,Strong,Low,77,Moderate,Excellent
1202,2514399,209533,287267,3447204,695492,0.28,310169,1.1,6884009,2.74,3695275,11062341,4.4,37128,11985455,Strong,Low,59,Moderate,Poor
1203,2299905,191658,240821,2889852,12060131,5.24,432658,1.8,12488374,5.43,1497768,3252130,1.41,99032,21432348,None,Moderate,57,Moderate,Excellent
1204,5508748,459062,250546,3006552,17680061,3.21,366901,1.5,4451151,0.81,5852648,5556541,1.01,102505,19768521,Strong,Moderate,67,Moderate,Excellent
1205,2844791,237065,114914,1378968,1379086,0.48,1215334,10.6,8725456,3.07,5759189,10273820,3.61,32233,14544491,Strong,High,80,Low,Average
1206,3160828,263402,166209,1994508,3697382,1.17,17479,0.1,8370606,2.65,2468450,7823508,2.48,178499,5040806,Moderate,High,66,Moderate,Good
1207,4932024,411002,100252,1203024,10188655,2.07,1020945,10.2,4836199,0.98,1084084,4944694,1.0,4087,15228953,None,Low,63,Moderate,Excellent
1208,2624121,218676,79715,956580,1784870,0.68,1024178,12.8,5130833,1.96,85400,7219619,2.75,92341,22154424,None,Low,48,High,Average
1209,2359176,196598,87204,1046448,11751373,4.98,1842813,21.1,4752407,2.01,8422048,11162317,4.73,146997,5202178,None,High,76,Moderate,Excellent
1210,2520535,210044,89786,1077432,6601076,2.62,906076,10.1,9818443,3.9,1354222,4878848,1.94,57372,1078328,Strong,Moderate,79,Moderate,Excellent
1211,2336485,194707,217501,2610012,14178871,6.07,837001,3.8,1646494,0.7,4383230,5067099,2.17,156510,10426563,Basic,High,66,Moderate,Excellent
1212,3905891,325490,184072,2208864,19400079,4.97,291873,1.6,11464227,2.94,3347166,4194647,1.07,35570,13969122,Basic,Moderate,70,Moderate,Excellent
1213,2808492,234041,59877,718524,9976878,3.55,1188382,19.8,10541440,3.75,7736886,9157519,3.26,48069,12615323,Strong,Low,81,Low,Excellent
1214,1412743,117728,291075,3492900,14827748,10.5,1455703,5.0,5255638,3.72,8452615,11495132,8.14,93731,15716187,Moderate,Moderate,73,Moderate,Excellent
1215,4163726,346977,235466,2825592,13765995,3.31,967382,4.1,464274,0.11,9376938,443289,0.11,110341,2967184,Basic,High,76,Moderate,Excellent
1216,2786631,232219,142216,1706592,19472389,6.99,1074175,7.6,6259766,2.25,2135317,10416801,3.74,142414,18977534,Moderate,Low,70,Moderate,Excellent
1217,3543865,295322,81026,972312,13520494,3.82,1405258,17.3,99872,0.03,7764626,8690736,2.45,120644,28158813,None,Low,53,Moderate,Excellent
1218,708796,59066,156649,1879788,3591965,5.07,699365,4.5,9971365,14.07,1634085,4875071,6.88,148227,16155381,Moderate,Low,69,Moderate,Excellent
1219,1268735,105727,282817,3393804,1779064,1.4,1471304,5.2,3440410,2.71,8661473,2418467,1.91,147337,24844510,Strong,Low,72,Moderate,Good
1220,2125219,177101,96146,1153752,10096267,4.75,1317513,13.7,5215882,2.45,108226,8136197,3.83,163489,23077889,Basic,Low,61,Moderate,Excellent
1221,813228,67769,15018,180216,5134569,6.31,1266240,84.3,14762256,18.15,2030620,8721175,10.72,25392,8294859,Basic,Low,75,Moderate,Excellent
1222,4224039,352003,27927,335124,16971982,4.02,930749,33.3,6555091,1.55,933705,2043656,0.48,78623,13574691,Strong,Low,85,Low,Excellent
1223,2220717,185059,151457,1817484,14734752,6.64,1802111,11.9,11042081,4.97,2066894,7253691,3.27,38337,21347234,None,Low,69,Moderate,Excellent
1224,1438549,119879,141186,1694232,5730274,3.98,1072724,7.6,12443069,8.65,9171785,3361332,2.34,124822,16121779,Moderate,Moderate,78,Moderate,Excellent
1225,5849693,487474,67439,809268,19755634,3.38,1033820,15.3,6162932,1.05,4616776,6563066,1.12,101140,23409340,None,Moderate,68,Moderate,Excellent
1226,3747181,312265,237734,2852808,4971643,1.33,58658,0.2,4755035,1.27,7668568,2015388,0.54,147904,13067082,None,High,71,Moderate,Good
1227,2789748,232479,32869,394428,14914253,5.35,89405,2.7,5951329,2.13,2337125,7850178,2.81,120153,9291357,None,Low,55,Moderate,Excellent
1228,3251004,270917,277478,3329736,16884778,5.19,442037,1.6,5852464,1.8,8808972,6553588,2.02,134491,2106069,Basic,High,69,Moderate,Excellent
1229,1520058,126671,199479,2393748,18896103,12.43,711544,3.6,7708824,5.07,2349469,4669772,3.07,172607,10164640,Strong,Low,72,Moderate,Excellent
1230,5661776,471814,268621,3223452,12634006,2.23,989336,3.7,10164338,1.8,3026182,9664329,1.71,132901,26018039,Moderate,Low,67,Moderate,Excellent
1231,2968551,247379,197502,2370024,19612338,6.61,1294938,6.6,13923181,4.69,6774201,1133636,0.38,11777,990588,Basic,Low,91,Low,Excellent
1232,1059839,88319,70690,848280,16758220,15.81,1959230,27.7,11397136,10.75,7992883,5430103,5.12,60695,25895408,Basic,Low,71,Moderate,Excellent
1233,1709600,142466,216370,2596440,14094745,8.24,1934362,8.9,1079947,0.63,1038956,10266039,6.0,65662,3841102,None,High,62,Moderate,Excellent
1234,861375,71781,246488,2957856,12560165,14.58,1271992,5.2,10591356,12.3,494247,2920363,3.39,84189,3612503,Strong,Moderate,71,Moderate,Excellent
1235,1367502,113958,119718,1436616,6567204,4.8,529520,4.4,8239341,6.03,7340281,11389196,8.33,74996,7566408,Basic,High,74,Moderate,Excellent
1236,1609705,134142,242574,2910888,17734505,11.02,1695908,7.0,13254071,8.23,3226188,1443147,0.9,152596,813461,None,Low,75,Moderate,Excellent
1237,528830,44069,88695,1064340,175700,0.33,754054,8.5,12992035,24.57,6845563,9534408,18.03,143282,29007509,None,Moderate,57,Moderate,Average
1238,1804445,150370,291905,3502860,16648886,9.23,398745,1.4,13965403,7.74,3480849,9569221,5.3,124186,16805746,Moderate,Moderate,68,Moderate,Excellent
1239,5438176,453181,87285,1047420,2253337,0.41,920394,10.5,7172456,1.32,6310216,1188961,0.22,149199,2622071,Basic,High,79,Moderate,Average
1240,2751709,229309,67907,814884,3956990,1.44,1045875,15.4,3868381,1.41,863674,10091320,3.67,141698,11103825,None,Low,60,Moderate,Good
1241,2681827,223485,146796,1761552,13100536,4.88,1474871,10.0,6004652,2.24,1140059,2648501,0.99,75515,2509103,Basic,High,83,Low,Excellent
1242,5377514,448126,277168,3326016,10477013,1.95,837224,3.0,10379139,1.93,950399,9159380,1.7,29065,19554600,Strong,Moderate,75,Moderate,Excellent
1243,5729707,477475,30717,368604,1082960,0.19,708932,23.1,7070014,1.23,4376858,3364020,0.59,87697,29797276,None,Low,59,Moderate,Poor
1244,1963233,163602,187810,2253720,2091397,1.07,494125,2.6,8280480,4.22,1223258,9459937,4.82,159908,23591813,None,Moderate,53,Moderate,Good
1245,843603,70300,233229,2798748,2704268,3.21,1861261,8.0,9251380,10.97,8032452,2172055,2.57,70912,24270919,None,Low,68,Moderate,Excellent
1246,548635,45719,275359,3304308,17032372,31.04,472373,1.7,10910843,19.89,5876348,7239629,13.2,125198,10181030,Basic,Low,61,Moderate,Excellent
1247,714364,59530,28816,345792,6582516,9.21,1120268,38.9,10202877,14.28,6365080,11441075,16.02,179200,24760606,None,High,76,Moderate,Excellent
1248,4294763,357896,42336,508032,12989752,3.02,1605750,37.9,6328832,1.47,2101134,7209482,1.68,111891,18439667,Basic,Low,69,Moderate,Excellent
1249,3923814,326984,76862,922344,12338255,3.14,737755,9.6,3248834,0.83,5756692,7323671,1.87,15184,7991666,Basic,Low,72,Moderate,Excellent
1250,5187681,432306,20268,243216,7621080,1.47,866261,42.7,12540561,2.42,8996238,9530274,1.84,12000,26902839,None,High,84,Low,Good
1251,2346501,195541,44823,537876,2570661,1.1,118813,2.7,2125939,0.91,7357746,3029855,1.29,74080,1466980,Moderate,Moderate,63,Moderate,Good
1252,5303431,441952,143054,1716648,9811742,1.85,272034,1.9,10169070,1.92,6674289,8031276,1.51,172381,4106269,None,Low,62,Moderate,Excellent
1253,2348820,195735,122930,1475160,16607069,7.07,1479027,12.0,12334921,5.25,5988766,3695807,1.57,116271,23928801,Moderate,Moderate,78,Moderate,Excellent
1254,4875527,406293,168450,2021400,8194186,1.68,1104872,6.6,14981692,3.07,4488496,5349565,1.1,141929,16892824,None,Low,69,Moderate,Excellent
1255,3157788,263149,230395,2764740,16314423,5.17,586749,2.5,1316106,0.42,3415085,2300684,0.73,136575,7735502,Moderate,High,67,Moderate,Excellent
1256,4888612,407384,125503,1506036,4118741,0.84,780958,6.2,12161984,2.49,2381714,601759,0.12,61631,23432467,Strong,High,91,Low,Good
1257,4056439,338036,74893,898716,714362,0.18,1046284,14.0,14031208,3.46,566334,4534857,1.12,72867,19738064,Strong,Moderate,59,Moderate,Poor
1258,958781,79898,46310,555720,9364789,9.77,1792172,38.7,10229869,10.67,6441381,8310719,8.67,4941,28949851,Strong,Moderate,89,Low,Excellent
1259,3974707,331225,38286,459432,7531240,1.89,431447,11.3,6364050,1.6,3094168,11071715,2.79,113006,17867464,None,High,76,Moderate,Excellent
1260,2809767,234147,31413,376956,18171374,6.47,1600119,50.9,5835191,2.08,436075,10212950,3.63,88137,27788356,Moderate,High,77,Moderate,Excellent
1261,2066503,172208,29336,352032,11440195,5.54,1522084,51.9,13912329,6.73,7282586,7173085,3.47,14973,27091737,None,High,84,Low,Excellent
1262,3505707,292142,165690,1988280,17943614,5.12,972035,5.9,7110771,2.03,9606676,9534543,2.72,136029,8727531,Basic,Moderate,70,Moderate,Excellent
1263,4170268,347522,139899,1678788,4424913,1.06,1903611,13.6,254735,0.06,4709366,11452106,2.75,71930,2870140,Basic,High,64,Moderate,Good
1264,2731559,227629,191964,2303568,19162353,7.02,827538,4.3,647704,0.24,4601485,6068232,2.22,70450,22120086,Moderate,High,68,Moderate,Excellent
1265,5350266,445855,21469,257628,4171031,0.78,643605,30.0,9536858,1.78,5385308,4437867,0.83,46867,14891748,Strong,Low,82,Low,Average
1266,3940226,328352,19650,235800,15651112,3.97,77602,3.9,6018384,1.53,8056551,10699553,2.72,145911,7309581,Strong,Low,72,Moderate,Excellent
1267,5111788,425982,56705,680460,9275977,1.81,1881238,33.2,10239613,2.0,9251760,5268490,1.03,16788,14778697,Basic,Moderate,83,Low,Excellent
1268,2566466,213872,151074,1812888,16607059,6.47,266804,1.8,3815456,1.49,2927545,2464602,0.96,161991,22010974,None,Low,64,Moderate,Excellent
1269,1210047,100837,35186,422232,6182588,5.11,1435377,40.8,8501337,7.03,7387157,9728951,8.04,83187,1407795,Basic,Low,71,Moderate,Excellent
