user_id,age,retirement_age,annual_income,monthly_income,current_savings,emergency_fund,stock_investments,mutual_fund_investments,fd_investments,gold_investments,monthly_sip,epf_balance,ppf_balance,nps_contribution,monthly_expenses,total_loans,emi_per_month,dependents,risk_appetite,smoker,diabetes,blood_pressure,insurance_cover,inflation_rate,expected_market_return,retirement_readiness_score,retirement_status
647,43,51,2588718,215726,15420866,1382884,673137,1396362,2312211,65795,34249,89572,1540654,37594,25072,5078638,99790,3,Conservative,No,No,High,12407560,5.0,11.29,57,Partially Ready
648,54,65,3715799,309649,11529933,277537,2904464,3016195,1097179,1158430,50568,4100606,590644,17476,58676,7547636,22228,4,Conservative,Yes,Yes,Normal,8252419,8.03,14.39,64,Partially Ready
649,26,55,3432208,286017,2229668,322974,4797518,3361554,993820,183263,19768,80910,1516465,881,193852,1180827,40958,3,Aggressive,No,Yes,Normal,1984632,6.91,14.76,50,Partially Ready
650,30,56,980782,81731,6276857,192316,768278,16110,1816005,1437809,61099,1763445,104854,46987,56634,6491120,83992,1,Aggressive,No,Yes,High,9765806,7.13,9.35,50,Partially Ready
651,59,70,813939,67828,14898384,387821,4257926,26480,333691,368786,51831,2208398,301765,35520,114271,2080547,19865,1,Conservative,No,No,High,17100502,4.94,13.94,62,Partially Ready
652,40,56,3877936,323161,8470477,723012,2019730,2225291,29289,1373303,65973,2360966,1581875,10568,48896,1033804,16458,0,Aggressive,No,Yes,High,502617,6.47,14.32,68,Partially Ready
653,27,60,3332312,277692,2260526,1193701,2201483,3049883,1338251,945368,93877,4030296,776876,32748,172415,8205525,82175,1,Aggressive,Yes,Yes,High,13848337,6.73,13.21,54,Partially Ready
654,51,70,4172518,347709,10933976,845659,3889158,3643517,1947803,948282,40025,1191877,1547402,49188,217146,7039672,6417,3,Aggressive,Yes,No,High,568089,8.37,13.52,56,Partially Ready
655,49,59,1567004,130583,19945669,385686,1820275,397813,68741,820598,123807,1257450,568097,22106,118681,363741,130370,4,Moderate,Yes,Yes,High,16848254,5.96,10.12,80,Ready
656,49,67,1640672,136722,16402488,1396261,501306,1482138,444644,140312,84746,3998851,1274686,18960,89175,3945202,135990,3,Moderate,Yes,No,Normal,11460876,8.72,13.63,72,Partially Ready
657,41,69,3898691,324890,4138519,1256436,1085721,2221457,1182362,715332,97872,1074861,775039,37049,263262,1059061,4642,1,Moderate,Yes,No,High,9513069,6.24,10.92,72,Partially Ready
658,57,67,3077138,256428,6572235,266616,2699728,3278247,2653659,1200147,60011,4973058,1277977,15533,145599,8197145,147665,4,Conservative,No,Yes,High,2828232,6.35,8.14,65,Partially Ready
659,55,67,4181318,348443,8975724,140352,3770552,1634002,810262,579255,37508,3051628,1777908,3868,263379,4137020,58545,4,Moderate,Yes,No,High,16363756,7.17,10.29,68,Partially Ready
660,42,69,4798895,399907,6762843,1354427,1578694,3874317,2506462,1268947,31552,2479836,1538093,3969,117206,8782909,132154,3,Aggressive,Yes,No,High,6953158,5.41,13.53,57,Partially Ready
661,31,59,512095,42674,1017080,1366577,3535154,330132,1546153,975048,38696,3747066,1312586,25036,97301,9963066,116428,2,Moderate,No,Yes,High,9655053,7.79,8.75,59,Partially Ready
662,32,68,1378235,114852,10881495,35559,1039473,219880,1369599,1158834,125069,3093903,297277,20661,211623,9229601,6675,3,Conservative,No,Yes,High,10972111,7.14,12.52,64,Partially Ready
663,58,63,4592520,382710,1924323,1496662,1106178,2083212,267923,142385,36676,1271460,214440,34260,100659,3942873,24080,2,Conservative,No,No,Normal,16624071,7.77,14.81,48,Not Ready
664,47,69,821355,68446,17655317,873155,3321806,2913307,650050,1149443,23454,1738577,940568,10424,75423,4374737,59610,4,Conservative,Yes,Yes,High,1522534,5.2,12.51,48,Not Ready
665,24,57,2251740,187645,5171437,288721,4199201,1339908,1354551,812699,103758,161528,1070065,18981,273068,394484,108773,4,Conservative,Yes,Yes,High,339993,6.75,8.28,72,Partially Ready
666,44,52,3387999,282333,17134193,344308,3331799,892457,638607,1124555,1926,2360698,557101,36455,211241,8571137,101821,4,Moderate,No,Yes,High,8835622,4.8,9.41,53,Partially Ready
667,47,55,2693955,224496,15204851,60434,3737489,2530708,2732205,1408963,134166,3403181,429056,12113,74083,698940,101568,1,Conservative,No,Yes,High,12211080,8.02,13.2,80,Ready
668,51,56,2227786,185648,19070215,529179,1818701,2143706,99876,649910,3240,1815492,1739770,11856,190076,3462023,130965,2,Moderate,No,Yes,High,16212018,8.73,10.72,65,Partially Ready
669,57,66,2384723,198726,2656311,1292622,899775,3709494,1135,65431,13114,94052,1985556,17972,15004,5090988,116669,1,Conservative,Yes,No,Normal,6501697,5.91,11.98,55,Partially Ready
670,49,65,938368,78197,9444525,875533,187858,1247679,146770,251818,79180,1189824,550975,29945,122303,2018718,7960,1,Conservative,Yes,Yes,Normal,15375473,8.4,14.52,66,Partially Ready
671,59,69,4976186,414682,9214874,566371,189238,2948078,2362360,1006056,16589,1285930,451885,4270,223424,6332141,7837,3,Moderate,Yes,Yes,Normal,2214272,4.19,11.03,59,Partially Ready
672,39,59,4319579,359964,6851437,560536,204790,2815395,1140693,394410,61556,3758005,1699435,127,38133,9449128,114122,1,Aggressive,Yes,No,High,3066748,6.79,12.92,61,Partially Ready
673,60,67,4127365,343947,15903636,1142089,1374848,1565597,2762374,778614,144447,4536282,305546,21018,196816,6828354,45603,2,Moderate,Yes,No,High,12190629,6.9,10.6,76,Partially Ready
674,49,56,2423998,201999,4668482,697940,3008731,2707272,1956874,945330,141351,1378048,1865921,2802,195068,8495191,38024,5,Conservative,Yes,Yes,High,2842853,6.99,11.78,63,Partially Ready
675,48,56,4505910,375492,18303501,88035,4358459,435432,2413673,8473,66772,4617497,1393844,10793,133899,5618685,128235,2,Aggressive,No,No,Normal,19461559,4.58,13.12,67,Partially Ready
676,44,63,1192771,99397,7627087,1343161,3805526,653058,2910607,394959,156,4232145,1677585,7064,274628,2421884,18928,3,Moderate,Yes,Yes,Normal,888717,7.47,10.15,62,Partially Ready
677,23,50,2781216,231768,4112620,434293,1557882,3471443,2854146,149602,17569,2125957,949169,7795,236206,5998094,105644,2,Moderate,No,Yes,High,14478875,4.05,12.18,62,Partially Ready
678,59,67,651271,54272,16536415,66098,4194260,1340633,1474285,65096,67051,3972823,1806014,25149,297600,1644281,110808,2,Aggressive,No,Yes,High,1397602,7.44,12.34,61,Partially Ready
679,53,70,1028371,85697,15984053,528810,4561179,386080,347979,514619,24643,3814184,796605,49089,191885,4049661,123018,5,Moderate,Yes,No,Normal,445407,4.17,10.17,52,Partially Ready
680,30,68,536858,44738,17038425,932037,579649,2105845,760147,971358,72021,4739982,814068,35105,40540,4248063,30846,3,Moderate,Yes,Yes,High,11220462,7.49,11.44,63,Partially Ready
681,49,57,1598524,133210,2627673,417591,4044535,2039469,1044560,11938,101529,1481693,1619971,24688,38002,5071360,47887,4,Moderate,Yes,No,Normal,3507040,5.12,14.06,60,Partially Ready
682,32,54,1407287,117273,18933453,49656,3675026,2080985,1537949,1465743,112714,172281,1485640,34417,208089,9118159,27873,3,Aggressive,No,Yes,Normal,3027387,6.09,8.23,50,Partially Ready
683,38,61,4281447,356787,13516298,1063494,2040377,3802624,576831,253778,6320,1358915,181146,37383,112932,3297008,116942,4,Moderate,No,Yes,Normal,19632723,7.3,11.82,60,Partially Ready
684,48,56,4994823,416235,1383982,487059,1698250,618186,1259730,279371,102422,93898,779843,3931,282489,204101,29557,4,Conservative,No,Yes,High,8276414,6.62,9.86,54,Partially Ready
685,52,69,2091479,174289,6380614,1392585,3982571,2006032,2007957,449047,25964,1446346,813396,36243,298851,1189815,38302,1,Conservative,No,Yes,Normal,8390220,7.34,14.0,64,Partially Ready
686,48,64,2190306,182525,8856979,852264,500573,3155672,1811398,89986,84013,3310386,58018,12622,210917,6556137,117919,5,Conservative,No,No,Normal,8198046,7.03,14.07,60,Partially Ready
687,60,69,2712795,226066,16731031,157402,3630099,2515834,129662,875176,17389,4711769,177927,46168,91317,670225,96867,5,Moderate,No,No,High,15867626,5.39,9.97,75,Partially Ready
688,54,66,3538789,294899,19832387,1458044,4699194,3873246,2861286,1269206,35983,3937009,706898,5962,271731,5744686,139654,2,Aggressive,No,No,High,17330801,6.58,12.42,60,Partially Ready
689,36,60,3019287,251607,8083427,1187019,1604460,1461770,1284915,402331,87817,4342545,1417884,26970,161025,4427677,111109,4,Conservative,No,Yes,High,18312537,7.35,9.32,78,Partially Ready
690,57,67,2015172,167931,15575314,1220016,4363021,727357,491617,611238,64756,1725820,1254372,41513,191880,3071536,130273,5,Moderate,No,No,Normal,8647176,5.87,10.74,65,Partially Ready
691,60,65,2418422,201535,4225153,789707,4619467,1648701,13703,139557,49526,2137508,1945749,32443,253425,9238276,72637,2,Conservative,No,No,Normal,16084262,6.56,10.94,59,Partially Ready
692,49,66,2926825,243902,4057901,293029,1519216,515549,1515548,114299,10756,589551,581657,7042,295610,4503244,33402,5,Moderate,Yes,Yes,Normal,430715,7.92,14.48,56,Partially Ready
693,29,60,2625102,218758,9585770,901361,2018972,966738,924582,1296694,149583,2237541,1945845,36216,200362,3965501,39768,1,Conservative,No,Yes,Normal,5481989,4.11,12.09,76,Partially Ready
694,27,68,2562652,213554,16366080,261228,802652,1032608,1704574,463414,63445,3854620,1278438,10855,105986,3696718,73261,2,Moderate,No,No,Normal,7890692,4.54,9.67,69,Partially Ready
695,28,52,3727036,310586,14952632,928047,1261525,3100280,1612607,1289859,99657,193161,1135114,17807,122546,8246334,114465,2,Conservative,No,No,High,6994415,7.95,11.67,62,Partially Ready
696,45,54,948917,79076,12722310,353121,3389050,868770,914057,658949,92606,3398244,574916,16303,167399,3873783,99468,0,Aggressive,Yes,Yes,High,834147,7.0,11.29,52,Partially Ready
697,46,69,3195614,266301,12113508,798953,171917,2059224,1829940,933919,111185,750452,917215,16706,197572,3834547,70548,3,Conservative,Yes,Yes,Normal,1317801,5.83,14.98,68,Partially Ready
698,46,62,702473,58539,7719878,188686,1331722,387456,2581384,1458176,144919,419976,525108,5194,290384,4280628,118777,3,Moderate,Yes,Yes,High,10555505,4.75,8.99,61,Partially Ready
699,32,66,860182,71681,7828441,193506,437436,2401696,2745683,368981,75561,4596441,986182,27739,103041,3963537,4504,5,Conservative,Yes,Yes,High,6097203,8.04,9.37,64,Partially Ready
700,56,62,4180042,348336,18620319,773703,1500923,640548,2238321,391762,64394,73370,682576,11258,157783,8610837,5431,3,Conservative,Yes,Yes,High,5331451,6.5,14.26,58,Partially Ready
701,30,57,3380220,281685,19305697,585686,3878936,1030913,1908174,367305,28803,2082176,339920,41951,37163,1125315,98939,4,Moderate,No,No,High,17536766,4.68,10.01,71,Partially Ready
702,44,69,3699052,308254,8486584,1097797,3419853,700010,2110374,1048002,33093,305485,433886,4811,207676,5007028,30287,3,Moderate,No,Yes,High,16448443,7.02,10.89,58,Partially Ready
703,34,50,2108335,175694,14664214,1338934,1234552,1887186,2476442,293276,79160,3324915,512736,9326,23586,3809627,115088,5,Moderate,No,Yes,High,4475971,5.26,10.79,67,Partially Ready
704,48,54,2358279,196523,4933427,1342225,849638,1239073,1568819,111399,91895,3901452,1907133,25333,242217,1310694,77057,3,Conservative,No,Yes,High,11221696,5.77,11.59,78,Partially Ready
705,34,59,4550654,379221,5618203,23186,849788,612112,2982590,1177739,70676,502368,51765,33391,129658,8742456,97325,4,Moderate,No,No,High,12446941,4.12,10.82,59,Partially Ready
706,25,66,1334296,111191,14760190,1022396,3635691,3202936,2155753,75824,143652,4750892,1061049,4409,95389,6340529,86547,5,Aggressive,No,Yes,Normal,6687884,7.3,11.08,66,Partially Ready
707,27,69,3520298,293358,9302964,827115,1847486,175706,184605,635248,3175,1115198,407882,27418,116535,7005981,39753,1,Conservative,Yes,Yes,Normal,9008959,6.13,11.98,53,Partially Ready
708,52,69,854395,71199,7401589,982110,1389186,3878983,2821138,1034907,29946,670833,1403869,30120,194692,6243076,122926,4,Aggressive,No,No,Normal,19889718,8.78,9.81,47,Not Ready
709,55,70,2640124,220010,19976310,514424,1897493,3418071,93219,909898,126719,2283282,688188,33347,172584,8369723,106092,2,Conservative,Yes,Yes,Normal,8446262,4.26,12.14,63,Partially Ready
710,51,70,1585623,132135,3358374,1462515,4548381,2121662,1522502,865379,104818,3517272,1188189,21706,171806,1361122,63568,5,Conservative,No,Yes,High,13720572,4.81,11.37,81,Ready
711,49,58,3774753,314562,15927089,64163,2799998,3932554,1553486,247938,80742,1977046,1020306,32234,222798,9872103,56106,2,Conservative,Yes,No,Normal,11077094,6.03,13.95,61,Partially Ready
712,59,67,995234,82936,3427583,172165,690468,3339480,35609,314669,141654,3594876,1033158,6049,94632,861640,547,2,Moderate,No,Yes,Normal,5643915,6.36,8.23,84,Ready
713,41,60,1138620,94885,1356684,1222353,690766,165732,2576826,446,50396,1425512,1881263,25615,272089,1804196,70079,4,Conservative,No,Yes,Normal,15613440,6.97,12.31,69,Partially Ready
714,60,67,1620316,135026,17326890,201578,4164235,2543776,938651,1445004,74369,268718,825005,22194,100357,7929924,118622,2,Aggressive,No,No,Normal,10479261,5.79,11.56,50,Partially Ready
715,42,56,2318980,193248,15528215,311890,1302072,154340,333250,123203,30859,1238829,225809,29420,81117,2505288,19252,2,Aggressive,Yes,No,High,13853309,5.41,10.33,61,Partially Ready
716,29,70,4931520,410960,19768959,634484,1759694,3756375,1984863,1376112,8869,3055209,328269,25611,115395,5789576,17316,2,Moderate,Yes,No,High,13437538,4.24,13.89,62,Partially Ready
717,42,64,1414873,117906,11019218,1483492,3542915,2761549,1320318,1188180,48224,62400,1822790,10759,146386,6975983,24436,1,Conservative,Yes,Yes,High,9423511,6.43,14.92,54,Partially Ready
718,34,55,3805349,317112,1340137,19346,3026001,2983681,1438491,1289490,97785,2828469,5740,6854,268125,8406675,52877,5,Aggressive,No,No,Normal,14694086,5.06,10.33,43,Not Ready
719,24,64,4889601,407466,9787270,1129929,3828865,186703,1193219,697524,4696,3416984,1235894,41093,47924,7961083,109378,4,Aggressive,Yes,No,Normal,15175044,8.65,14.4,57,Partially Ready
720,38,59,624726,52060,7749833,1401803,4861732,1065948,1655963,556512,1123,4452193,480710,2657,131287,7537163,62647,0,Moderate,No,Yes,High,1817842,5.98,11.01,50,Partially Ready
721,53,67,2090251,174187,17971086,1386822,4633525,1206102,486000,492481,101980,4703951,1521947,21534,107923,9144643,52496,2,Aggressive,Yes,No,Normal,3437321,4.07,11.01,58,Partially Ready
722,30,58,1717864,143155,9858518,1408889,2156648,1743050,678896,894329,53501,1374954,757972,6396,166403,5192421,142165,0,Conservative,Yes,Yes,Normal,2313997,7.46,12.47,55,Partially Ready
723,39,55,1251022,104251,15192833,707851,1018704,2099094,2242240,975799,133897,1024228,1009237,43777,160909,1397006,93391,3,Conservative,No,Yes,Normal,2228457,7.95,10.47,72,Partially Ready
724,32,54,3169752,264146,5430111,1094895,4486304,814409,2007772,1324498,92112,249889,713410,25511,241702,1737605,134327,1,Conservative,No,Yes,Normal,16688478,7.88,10.82,73,Partially Ready
725,57,69,3548703,295725,10861707,1347477,3094312,835140,176012,76293,118727,1577733,7805,37417,201343,287248,97658,0,Moderate,No,Yes,Normal,3320465,7.24,10.91,75,Partially Ready
726,60,69,1277221,106435,19943936,284730,3971417,2073434,2321904,1156798,89313,1004561,1310607,2128,181234,4127825,81804,0,Conservative,Yes,No,Normal,8766485,6.69,10.98,62,Partially Ready
727,46,55,2654414,221201,11456533,864089,624089,2227017,1525825,157520,130622,2586921,1549016,19649,228317,381383,6854,5,Conservative,Yes,Yes,High,3904206,8.91,10.29,81,Ready
728,28,58,3099992,258332,10730769,259474,1531918,2417644,890494,1221021,20667,1942125,102925,18121,178309,9230964,141900,5,Aggressive,No,No,Normal,13644239,8.56,8.56,46,Not Ready
729,24,59,3824651,318720,3169470,1379711,2795642,1128469,218328,287082,18021,791171,1990163,38555,17102,1792288,125036,3,Aggressive,Yes,No,Normal,19925765,4.21,13.67,61,Partially Ready
730,57,65,987940,82328,11259288,353118,1552976,2719946,2386622,1469469,27229,141310,986323,14314,81407,2841550,133610,5,Aggressive,No,Yes,High,18473191,5.19,10.86,51,Partially Ready
731,37,51,3904778,325398,7130237,1286095,3258480,807285,2213674,613849,90247,1142616,848341,38716,230767,9702795,75409,0,Aggressive,No,No,High,148742,5.35,12.31,56,Partially Ready
732,29,62,1903607,158633,8537130,1449761,1075344,2418502,773253,1343898,31451,2086919,277764,46600,36079,3873115,65534,5,Moderate,Yes,Yes,High,3878683,7.72,13.12,58,Partially Ready
733,58,63,2063327,171943,3766969,1460087,115426,1733740,448596,715877,54089,3750332,302794,9632,79615,6186712,85226,4,Aggressive,No,No,Normal,4996111,8.89,10.65,54,Partially Ready
734,35,62,3262673,271889,6358256,1396403,2036489,2054845,2050651,574404,114675,410483,528715,200,242170,7777623,41577,0,Aggressive,No,No,Normal,13971548,4.31,14.22,56,Partially Ready
735,29,59,1480259,123354,9560875,585793,1485287,1787412,57745,992443,138829,547734,1229947,29781,197369,5086779,58803,2,Moderate,No,No,Normal,16217881,6.25,12.82,65,Partially Ready
736,36,64,1419767,118313,625316,491616,4076046,1613052,918019,1157096,133614,1213765,230318,17542,209423,8758180,66797,5,Aggressive,No,No,Normal,2212847,7.45,9.9,37,Not Ready
737,58,64,2323548,193629,9539640,528689,2049288,3178178,2803669,1165928,138915,1534672,1316003,32573,291995,56553,39084,5,Aggressive,No,No,Normal,16240327,8.79,10.29,79,Partially Ready
738,34,55,1209880,100823,10328999,890972,2106947,2919348,1140605,1229334,52289,3371831,1404748,39424,202111,1612121,99594,1,Moderate,Yes,No,High,15917016,6.36,9.37,73,Partially Ready
739,37,67,3097006,258083,16597386,477264,3614006,2359024,68918,1446467,19993,865640,1185224,8978,136270,6890994,11502,5,Conservative,Yes,No,Normal,7506542,5.02,10.89,55,Partially Ready
740,35,56,3411141,284261,3299954,76789,2151313,49064,2464152,858024,31530,2352257,1348509,38576,250844,3507854,24505,0,Conservative,No,Yes,Normal,16072327,5.7,9.66,65,Partially Ready
741,39,67,1701214,141767,263292,1026659,1814947,3337501,1727252,693620,26238,744154,1056336,38199,135234,9658220,72789,2,Moderate,Yes,Yes,Normal,19283210,4.0,12.87,30,Not Ready
742,23,58,1915181,159598,5823651,329156,1964776,3093194,189600,376211,51342,1753814,414490,8691,169664,7731865,16062,1,Conservative,Yes,Yes,High,10152694,7.31,9.58,54,Partially Ready
743,49,58,830730,69227,5387465,993483,3171616,31972,718799,785458,9208,4471376,367202,44855,235387,1820737,22236,1,Moderate,Yes,No,Normal,5676383,7.82,9.48,65,Partially Ready
744,39,66,4955655,412971,17862900,1240849,4912540,1384327,1900251,330085,139682,4758803,452119,29429,237762,2887946,116673,1,Aggressive,Yes,Yes,High,10016482,5.4,9.82,76,Partially Ready
745,46,68,4199598,349966,3104283,1219289,967605,3341190,2913018,265874,14101,1927180,1545608,45892,294730,1898591,146817,4,Aggressive,Yes,Yes,Normal,18186690,6.4,14.37,55,Partially Ready
746,36,54,2317316,193109,1753161,1066225,4560638,3709530,311103,506451,141296,4632837,175254,22224,290290,9018868,24520,1,Conservative,Yes,No,High,6988737,5.3,10.32,58,Partially Ready
747,30,57,1049799,87483,17429688,310005,3710681,299621,1770509,1329289,143321,672404,1547155,49816,183738,7732605,43157,2,Conservative,Yes,Yes,Normal,912259,7.41,14.95,59,Partially Ready
748,23,52,3005297,250441,5583928,1335968,4914386,340003,346586,1442749,49917,4033073,1998771,6439,245151,9043445,97396,4,Conservative,Yes,No,High,12818641,4.29,12.42,62,Partially Ready
749,29,66,2731536,227628,9852522,546945,1336090,356685,2289147,310260,141561,3999506,602268,32187,288794,1285199,39472,4,Aggressive,Yes,No,High,15832813,4.88,13.34,81,Ready
